AftEvent,Desk,Trader,Book,BondID,Positions,NV
499,HK,T3800229,HK02,B47982,739.0,876428.69
499,HK,T3800229,HK03,B28659,841.0,447526.68
499,HK,T3800229,HK03,B31214,863.0,1139160.0
499,HK,T3800229,HK04,B25841,455.0,492135.85
499,HK,T5727593,HK13,B18694,283.0,172963.4
499,HK,T5727593,HK13,B27023,371.0,268233.0
499,HK,T5727593,HK14,B28917,421.0,403318.0
499,HK,T5727593,HK14,B31214,162.0,213840.0
499,LON,T2121033,LON20,B18694,634.0,387486.9
499,LON,T2121033,LON22,B47982,986.0,1169362.23
499,LON,T6326422,LON02,B27558,875.0,1317361.72
499,LON,T6326422,LON02,B45918,963.0,1177749.0
499,LON,T7210244,LON14,B34105,121.0,134915.0
499,NY,T1087795,NY23,B05609,368.0,360272.0
499,NY,T2078717,NY00,B04712,139.0,93547.0
499,NY,T2078717,NY02,B16316,398.0,421482.0
499,NY,T2078717,NY02,B17901,987.0,834681.89
499,NY,T2078717,NY02,B48886,230.0,118025.34
499,NY,T2078717,NY04,B48886,220.0,112893.8
499,NY,T4439875,NY40,B04712,630.0,423990.0
499,NY,T4439875,NY41,B23639,550.0,455396.23
499,NY,T4439875,NY41,B31214,726.0,958320.0
499,NY,T4439875,NY42,B17901,965.0,816077.03
499,NY,T4439875,NY44,B35648,648.0,622728.0
499,NY,T4848015,NY31,B45193,211.0,150781.74
499,NY,T4848015,NY33,B02473,556.0,458062.32
499,NY,T4848015,NY34,B05609,859.0,840961.0
499,NY,T7375392,NY13,B27558,802.0,1207456.11
499,SG,T5983248,SG00,B03283,362.0,357656.0
499,SG,T5983248,SG03,B23639,440.0,364316.99
499,SG,T9277645,SG10,B08521,224.0,338415.0
499,SG,T9277645,SG13,B10340,116.0,107597.82
499,SG,T9277645,SG13,B28917,442.0,423436.0
499,SG,T9277645,SG14,B03283,663.0,655044.0
499,SG,T9277645,SG14,B17266,559.0,572720.91
499,SG,T9564084,SG21,B10340,208.0,192934.02
499,SG,T9564084,SG21,B18694,119.0,72730.19
499,SG,T9564084,SG22,B08521,999.0,1509270.47
499,TOK,T2697765,TOK00,B04712,437.0,294101.0
499,TOK,T2697765,TOK01,B17901,131.0,110783.51
499,TOK,T2697765,TOK01,B28659,807.0,429434.05
499,TOK,T2697765,TOK02,B17901,448.0,378862.7
499,TOK,T3121807,TOK21,B05609,226.0,221254.0
499,TOK,T3121807,TOK21,B38589,836.0,836000.0
499,TOK,T3121807,TOK22,B27023,485.0,350655.0
499,TOK,T3121807,TOK22,B47982,689.0,817130.4
499,TOK,T3121807,TOK23,B02473,284.0,233974.28
499,TOK,T3121807,TOK24,B28659,858.0,456573.0
499,TOK,T3121807,TOK24,B45193,874.0,624565.12
499,TOK,T9108891,TOK10,B01774,130.0,121325.84
499,TOK,T9108891,TOK10,B34105,108.0,120420.0
