Desk,Trader,Book,Positions,NV
HK,T3179669,HK30,5371.0,4880646.05
HK,T3179669,HK31,2095.0,2421445.5
HK,T3179669,HK32,1008.0,810249.22
HK,T3179669,HK33,3359.0,3447674.08
HK,T3800229,HK00,3088.0,4075529.16
HK,T3800229,HK01,3022.0,3353881.08
HK,T3800229,HK02,4175.0,4074013.46
HK,T3800229,HK03,5922.0,5051289.36
HK,T3800229,HK04,5306.0,4593001.03
HK,T5727593,HK10,3415.0,4879947.57
HK,T5727593,HK11,4877.0,4896361.63
HK,T5727593,HK12,3085.0,2684381.84
HK,T5727593,HK13,5980.0,3922280.68
HK,T5727593,HK14,6402.0,5664995.95
HK,T6189452,HK20,7292.0,7590109.15
HK,T6189452,HK21,2992.0,4822187.21
HK,T6189452,HK22,2064.0,1690862.66
HK,T6189452,HK23,1822.0,2497543.35
LON,T2121033,LON20,3691.0,2973707.1
LON,T2121033,LON21,4527.0,4019042.57
LON,T2121033,LON22,7390.0,7814265.99
LON,T2121033,LON23,572.0,648201.43
LON,T2121033,LON24,3558.0,4607252.32
LON,T2121033,LON25,2867.0,2857587.93
LON,T6326422,LON00,2821.0,3081763.56
LON,T6326422,LON01,1849.0,2192374.66
LON,T6326422,LON02,5474.0,4145415.18
LON,T6326422,LON03,1858.0,2124614.34
LON,T6326422,LON04,2431.0,2002993.38
LON,T7210244,LON10,4449.0,4873284.18
LON,T7210244,LON11,2579.0,2355408.97
LON,T7210244,LON12,6358.0,5783621.78
LON,T7210244,LON13,4369.0,4751704.4
LON,T7210244,LON14,1459.0,1501960.32
NY,T1087795,NY20,1323.0,1530765.21
NY,T1087795,NY21,1763.0,1399204.32
NY,T1087795,NY22,539.0,631149.72
NY,T1087795,NY23,7349.0,8124755.17
NY,T2078717,NY00,3451.0,2627424.34
NY,T2078717,NY01,1579.0,1446235.26
NY,T2078717,NY02,4345.0,6435494.83
NY,T2078717,NY03,2779.0,1872990.41
NY,T2078717,NY04,6675.0,6388411.64
NY,T4439875,NY40,2409.0,3025493.19
NY,T4439875,NY41,6784.0,6368166.32
NY,T4439875,NY42,3515.0,5225853.68
NY,T4439875,NY43,2851.0,3289670.09
NY,T4439875,NY44,2341.0,2182493.39
NY,T4848015,NY30,2985.0,2924211.37
NY,T4848015,NY31,2339.0,2849902.86
NY,T4848015,NY32,1940.0,1690952.0
NY,T4848015,NY33,4145.0,4045137.54
NY,T4848015,NY34,2010.0,1454349.26
NY,T4848015,NY35,4704.0,5498672.08
NY,T7375392,NY10,4065.0,4028252.41
NY,T7375392,NY11,3630.0,3728763.25
NY,T7375392,NY12,3539.0,4010604.21
NY,T7375392,NY13,5023.0,5035588.43
SG,T5983248,SG00,1952.0,2108575.96
SG,T5983248,SG01,4861.0,6729376.71
SG,T5983248,SG02,2668.0,3053415.77
SG,T5983248,SG03,3855.0,4300173.1
SG,T5983248,SG04,2517.0,2279687.3
SG,T5983248,SG05,361.0,231040.0
SG,T9277645,SG10,6677.0,6254316.85
SG,T9277645,SG11,5342.0,5430250.44
SG,T9277645,SG12,4275.0,4956082.14
SG,T9277645,SG13,5655.0,4812250.86
SG,T9277645,SG14,1761.0,2601304.94
SG,T9564084,SG20,1213.0,1193661.85
SG,T9564084,SG21,2440.0,2652871.92
SG,T9564084,SG22,3619.0,3324185.12
SG,T9564084,SG23,1613.0,1388951.74
SYD,T5521536,SYD10,3138.0,3202856.22
SYD,T5521536,SYD11,3991.0,3445178.58
SYD,T5521536,SYD12,3455.0,2845404.89
SYD,T5521536,SYD13,4528.0,4124016.38
SYD,T8621521,SYD00,2926.0,2945599.52
SYD,T8621521,SYD01,3359.0,3988051.42
SYD,T8621521,SYD02,5262.0,4278570.37
SYD,T8621521,SYD03,874.0,725903.21
TOK,T2697765,TOK00,1672.0,1578548.0
TOK,T2697765,TOK01,4356.0,4113117.68
TOK,T2697765,TOK02,4818.0,6204513.66
TOK,T2697765,TOK03,3250.0,2936710.22
TOK,T2697765,TOK04,4361.0,5602657.13
TOK,T3121807,TOK20,1661.0,1884960.39
TOK,T3121807,TOK21,4496.0,4747667.74
TOK,T3121807,TOK22,2337.0,1736792.9
TOK,T3121807,TOK23,1480.0,1111313.36
TOK,T3121807,TOK24,3131.0,3883123.14
TOK,T3121807,TOK25,1813.0,2190739.88
TOK,T3937126,TOK30,3703.0,3919170.56
TOK,T3937126,TOK31,852.0,539470.15
TOK,T3937126,TOK32,2499.0,2411485.05
TOK,T3937126,TOK33,3708.0,3821225.76
TOK,T9108891,TOK10,4975.0,5358509.65
TOK,T9108891,TOK11,3573.0,3784761.58
TOK,T9108891,TOK12,6903.0,8623596.79
TOK,T9108891,TOK13,1882.0,1936348.27
