AftEvent,Desk,Trader,Book,BondID,Positions,NV
1500,HK,T3179669,HK30,B04712,899.0,705715.0
1500,HK,T3179669,HK30,B27558,873.0,1270537.81
1500,HK,T3179669,HK31,B03283,231.0,144762.23
1500,HK,T3179669,HK33,B02473,476.0,356621.36
1500,HK,T3179669,HK33,B23639,208.0,145184.0
1500,HK,T3179669,HK33,B45193,837.0,663652.54
1500,HK,T3800229,HK00,B17901,655.0,426405.0
1500,HK,T3800229,HK01,B45214,296.0,455961.49
1500,HK,T3800229,HK02,B05609,709.0,775169.81
1500,HK,T3800229,HK02,B27558,495.0,720408.04
1500,HK,T3800229,HK02,B45214,490.0,754801.12
1500,HK,T3800229,HK02,B47982,739.0,401277.0
1500,HK,T3800229,HK02,B48886,412.0,494130.8
1500,HK,T3800229,HK03,B28659,841.0,783812.0
1500,HK,T3800229,HK03,B31214,863.0,1071846.0
1500,HK,T3800229,HK04,B18694,436.0,435465.71
1500,HK,T3800229,HK04,B25841,455.0,408310.8
1500,HK,T3800229,HK04,B27023,994.0,1132166.0
1500,HK,T3800229,HK04,B35648,117.0,158645.89
1500,HK,T3800229,HK04,B45214,124.0,191010.9
1500,HK,T5727593,HK10,B18694,790.0,789031.91
1500,HK,T5727593,HK11,B23639,648.0,452304.0
1500,HK,T5727593,HK11,B27023,526.0,599114.0
1500,HK,T5727593,HK11,B31538,616.0,462315.51
1500,HK,T5727593,HK12,B08521,718.0,1060332.47
1500,HK,T5727593,HK12,B16316,215.0,168560.0
1500,HK,T5727593,HK13,B18694,283.0,282653.2
1500,HK,T5727593,HK13,B27023,371.0,422569.0
1500,HK,T5727593,HK14,B23639,601.0,419498.0
1500,HK,T5727593,HK14,B28917,421.0,496916.91
1500,HK,T5727593,HK14,B31214,162.0,201204.0
1500,HK,T6189452,HK20,B01774,571.0,721409.76
1500,HK,T6189452,HK20,B23639,242.0,168916.0
1500,HK,T6189452,HK20,B34105,371.0,313199.06
1500,HK,T6189452,HK20,B35479,341.0,501434.2
1500,HK,T6189452,HK20,B45918,354.0,186208.55
1500,HK,T6189452,HK20,B48886,371.0,444957.59
1500,HK,T6189452,HK21,B05609,678.0,741276.63
1500,HK,T6189452,HK21,B31214,309.0,383778.0
1500,HK,T6189452,HK22,B35648,636.0,862382.78
1500,LON,T2121033,LON20,B18694,634.0,633223.08
1500,LON,T2121033,LON20,B23639,431.0,300838.0
1500,LON,T2121033,LON21,B27023,794.0,904366.0
1500,LON,T2121033,LON22,B35648,286.0,387801.06
1500,LON,T2121033,LON22,B45193,264.0,209324.1
1500,LON,T2121033,LON22,B47982,986.0,535398.0
1500,LON,T2121033,LON22,B48886,998.0,1196947.9
1500,LON,T2121033,LON23,B27558,211.0,307083.02
1500,LON,T2121033,LON24,B03283,792.0,496327.63
1500,LON,T2121033,LON24,B28659,534.0,497688.0
1500,LON,T2121033,LON24,B48886,171.0,205088.27
1500,LON,T2121033,LON25,B18694,607.0,606256.16
1500,LON,T6326422,LON00,B03283,57.0,35720.55
