Desk,Trader,Book,Positions,NV
HK,T3179669,HK30,4793.0,5750363.01
HK,T3179669,HK31,1864.0,1940216.27
HK,T3179669,HK32,1008.0,926922.27
HK,T3179669,HK33,3987.0,4085474.39
HK,T3800229,HK00,3690.0,3904271.25
HK,T3800229,HK01,3264.0,3753001.01
HK,T3800229,HK02,4963.0,5368452.68
HK,T3800229,HK03,6772.0,5561274.64
HK,T3800229,HK04,5797.0,6694479.73
HK,T5727593,HK10,3415.0,3041743.28
HK,T5727593,HK11,4877.0,5685927.95
HK,T5727593,HK12,3892.0,4339539.49
HK,T5727593,HK13,5980.0,4495165.55
HK,T5727593,HK14,6668.0,6377040.96
HK,T6189452,HK20,7292.0,7655256.59
HK,T6189452,HK21,3841.0,5002888.44
HK,T6189452,HK22,2064.0,1543142.92
HK,T6189452,HK23,2215.0,2513539.36
LON,T2121033,LON20,4671.0,4555401.73
LON,T2121033,LON21,5116.0,6056908.67
LON,T2121033,LON22,9729.0,7713684.6
LON,T2121033,LON23,2213.0,2911202.0
LON,T2121033,LON24,4202.0,4479977.89
LON,T2121033,LON25,4097.0,4196026.45
LON,T6326422,LON00,4079.0,4623874.69
LON,T6326422,LON01,1849.0,1661361.53
LON,T6326422,LON02,5474.0,5794179.15
LON,T6326422,LON03,2608.0,2887116.85
LON,T6326422,LON04,3308.0,2707822.75
LON,T7210244,LON10,6344.0,7068005.02
LON,T7210244,LON11,4145.0,4277936.71
LON,T7210244,LON12,6358.0,5724154.98
LON,T7210244,LON13,4369.0,4552824.78
LON,T7210244,LON14,3585.0,3469541.39
NY,T1087795,NY20,1961.0,2735137.46
NY,T1087795,NY21,1763.0,1630092.22
NY,T1087795,NY22,1258.0,1447268.5
NY,T1087795,NY23,7349.0,7596624.1
NY,T2078717,NY00,3451.0,4525805.73
NY,T2078717,NY01,1579.0,1601584.17
NY,T2078717,NY02,4345.0,5364981.11
NY,T2078717,NY03,3102.0,3025134.71
NY,T2078717,NY04,8422.0,7063436.04
NY,T4439875,NY40,3576.0,3850137.09
NY,T4439875,NY41,6998.0,6522754.05
NY,T4439875,NY42,5158.0,5952253.41
NY,T4439875,NY43,2638.0,2396868.9
NY,T4439875,NY44,2341.0,2890469.26
NY,T4848015,NY30,2985.0,3377720.72
NY,T4848015,NY31,2339.0,2376209.38
NY,T4848015,NY32,2301.0,2384333.45
NY,T4848015,NY33,4824.0,5100925.71
NY,T4848015,NY34,3397.0,2644510.65
NY,T4848015,NY35,5205.0,5940264.06
NY,T7375392,NY10,4476.0,4394498.24
NY,T7375392,NY11,3799.0,4486477.4
NY,T7375392,NY12,4526.0,5322581.53
NY,T7375392,NY13,6589.0,6909851.08
SG,T5983248,SG00,2150.0,2255908.31
SG,T5983248,SG01,4861.0,6584944.27
SG,T5983248,SG02,2668.0,3124642.88
SG,T5983248,SG03,4758.0,5097392.35
SG,T5983248,SG04,2517.0,3227429.0
SG,T5983248,SG05,2367.0,2059080.79
SG,T9277645,SG10,7101.0,7944055.19
SG,T9277645,SG11,5342.0,6224451.79
SG,T9277645,SG12,5969.0,7079598.88
SG,T9277645,SG13,6520.0,7064485.98
SG,T9277645,SG14,1761.0,2080722.26
SG,T9564084,SG20,1816.0,1272186.93
SG,T9564084,SG21,2440.0,2640612.48
SG,T9564084,SG22,4148.0,4539442.66
SG,T9564084,SG23,2762.0,2208709.2
SYD,T5521536,SYD10,2811.0,3211478.03
SYD,T5521536,SYD11,3991.0,3492744.07
SYD,T5521536,SYD12,3455.0,3351038.07
SYD,T5521536,SYD13,7179.0,6731258.59
SYD,T8621521,SYD00,2719.0,2259380.76
SYD,T8621521,SYD01,3640.0,4311704.55
SYD,T8621521,SYD02,5262.0,4671792.28
SYD,T8621521,SYD03,874.0,731883.6
TOK,T2697765,TOK00,1892.0,2092452.67
TOK,T2697765,TOK01,5065.0,4638003.76
TOK,T2697765,TOK02,6462.0,7252700.35
TOK,T2697765,TOK03,4443.0,4240647.51
TOK,T2697765,TOK04,4361.0,4376559.58
TOK,T3121807,TOK20,2455.0,2992888.61
TOK,T3121807,TOK21,5265.0,5573514.58
TOK,T3121807,TOK22,3852.0,3680012.14
TOK,T3121807,TOK23,1675.0,1304175.68
TOK,T3121807,TOK24,3131.0,3090400.36
TOK,T3121807,TOK25,2154.0,2021706.83
TOK,T3937126,TOK30,4335.0,4695898.67
TOK,T3937126,TOK31,852.0,566587.59
TOK,T3937126,TOK32,2790.0,2192489.5
TOK,T3937126,TOK33,3821.0,4053978.77
TOK,T9108891,TOK10,4975.0,6223869.42
TOK,T9108891,TOK11,3573.0,4448645.62
TOK,T9108891,TOK12,8233.0,9288289.87
TOK,T9108891,TOK13,1882.0,1898390.11
