AftEvent,Desk,Trader,Book,BondID,Positions,NV
5000,HK,T3179669,HK30,B04712,757.0,1034062.0
5000,HK,T3179669,HK30,B16316,759.0,500940.0
5000,HK,T3179669,HK30,B17266,789.0,799257.0
5000,HK,T3179669,HK30,B27558,295.0,361772.15
5000,HK,T3179669,HK30,B28659,945.0,891220.91
5000,HK,T3179669,HK30,B34105,738.0,769061.5
5000,HK,T3179669,HK30,B45214,830.0,1205990.0
5000,HK,T3179669,HK30,B45918,510.0,763980.0
5000,HK,T3179669,HK31,B03283,231.0,286244.54
5000,HK,T3179669,HK31,B16316,164.0,108240.0
5000,HK,T3179669,HK31,B38589,98.0,108320.42
5000,HK,T3179669,HK31,B44611,575.0,809025.0
5000,HK,T3179669,HK31,B45214,166.0,241198.0
5000,HK,T3179669,HK31,B48886,630.0,463598.84
5000,HK,T3179669,HK32,B31214,355.0,332635.0
5000,HK,T3179669,HK32,B34105,653.0,680483.96
5000,HK,T3179669,HK33,B02473,476.0,415548.0
5000,HK,T3179669,HK33,B08521,835.0,1070759.13
5000,HK,T3179669,HK33,B23639,208.0,194311.38
5000,HK,T3179669,HK33,B28917,198.0,395299.38
5000,HK,T3179669,HK33,B38589,450.0,497389.7
5000,HK,T3179669,HK33,B45193,1159.0,1564756.98
5000,HK,T3179669,HK33,B45214,628.0,912484.0
5000,HK,T3179669,HK33,B45918,553.0,828394.0
5000,HK,T3800229,HK00,B02473,256.0,223488.0
5000,HK,T3800229,HK00,B16316,733.0,483780.0
5000,HK,T3800229,HK00,B17901,655.0,798394.62
5000,HK,T3800229,HK00,B18694,892.0,545888.17
5000,HK,T3800229,HK00,B28659,602.0,567740.73
5000,HK,T3800229,HK00,B28917,108.0,215617.85
5000,HK,T3800229,HK00,B44611,444.0,624708.0
5000,HK,T3800229,HK01,B05609,704.0,834885.33
5000,HK,T3800229,HK01,B08521,664.0,851477.92
5000,HK,T3800229,HK01,B11094,259.0,335830.22
5000,HK,T3800229,HK01,B17266,857.0,868141.0
5000,HK,T3800229,HK01,B28659,619.0,583773.27
5000,HK,T3800229,HK01,B28917,242.0,483143.69
5000,HK,T3800229,HK01,B38589,836.0,924039.53
5000,HK,T3800229,HK01,B44611,263.0,370041.0
5000,HK,T3800229,HK01,B45214,296.0,430088.0
5000,HK,T3800229,HK02,B05609,709.0,840814.92
5000,HK,T3800229,HK02,B17266,788.0,798244.0
5000,HK,T3800229,HK02,B18694,855.0,523244.82
5000,HK,T3800229,HK02,B27558,495.0,607041.4
5000,HK,T3800229,HK02,B45214,865.0,1256845.0
5000,HK,T3800229,HK02,B47982,739.0,580897.73
5000,HK,T3800229,HK02,B48886,512.0,376766.04
5000,HK,T3800229,HK03,B03283,1552.0,1923166.77
5000,HK,T3800229,HK03,B18694,999.0,611370.27
5000,HK,T3800229,HK03,B25841,509.0,376539.89
5000,HK,T3800229,HK03,B28659,1214.0,1144912.36
5000,HK,T3800229,HK03,B31214,1278.0,671829.0
5000,HK,T3800229,HK03,B35479,850.0,440664.29
5000,HK,T3800229,HK03,B45193,290.0,391526.77
5000,HK,T3800229,HK03,B48886,495.0,364256.23
5000,HK,T3800229,HK04,B02473,594.0,518562.0
5000,HK,T3800229,HK04,B04712,1356.0,1852296.0
5000,HK,T3800229,HK04,B05609,491.0,582285.08
5000,HK,T3800229,HK04,B11094,795.0,1030830.22
5000,HK,T3800229,HK04,B18694,436.0,266824.26
5000,HK,T3800229,HK04,B25841,455.0,336592.63
5000,HK,T3800229,HK04,B27023,994.0,608328.0
5000,HK,T3800229,HK04,B35479,955.0,495099.29
5000,HK,T3800229,HK04,B35648,117.0,155262.55
5000,HK,T3800229,HK04,B45214,124.0,180172.0
5000,HK,T5727593,HK10,B17266,743.0,752659.0
5000,HK,T5727593,HK10,B18694,790.0,483465.98
5000,HK,T5727593,HK10,B25841,353.0,261136.7
5000,HK,T5727593,HK10,B38589,804.0,888669.6
5000,HK,T5727593,HK10,B45193,696.0,939664.25
5000,HK,T5727593,HK10,B47982,29.0,22795.72
5000,HK,T5727593,HK11,B02473,651.0,568323.0
5000,HK,T5727593,HK11,B10340,854.0,1015408.18
5000,HK,T5727593,HK11,B17901,1447.0,1763781.69
5000,HK,T5727593,HK11,B23639,648.0,605354.7
5000,HK,T5727593,HK11,B27023,526.0,321912.0
5000,HK,T5727593,HK11,B27558,717.0,879290.27
5000,HK,T5727593,HK11,B31538,616.0,877401.97
5000,HK,T5727593,HK11,B48886,280.0,206043.93
5000,HK,T5727593,HK12,B08521,718.0,920724.62
5000,HK,T5727593,HK12,B16316,110.0,72600.0
5000,HK,T5727593,HK12,B18694,912.0,558127.81
5000,HK,T5727593,HK12,B23639,600.0,560513.61
5000,HK,T5727593,HK12,B28659,681.0,642244.91
5000,HK,T5727593,HK12,B45214,871.0,1265563.0
5000,HK,T5727593,HK13,B02473,734.0,640782.0
5000,HK,T5727593,HK13,B18694,1048.0,641357.4
5000,HK,T5727593,HK13,B27023,639.0,391068.0
5000,HK,T5727593,HK13,B31214,1527.0,1430799.0
5000,HK,T5727593,HK13,B34105,202.0,210501.93
5000,HK,T5727593,HK13,B47982,1830.0,1438488.28
5000,HK,T5727593,HK14,B08521,1630.0,2090224.42
5000,HK,T5727593,HK14,B11094,729.0,945251.87
5000,HK,T5727593,HK14,B18694,255.0,156055.47
5000,HK,T5727593,HK14,B23639,601.0,561447.8
5000,HK,T5727593,HK14,B25841,936.0,692419.13
5000,HK,T5727593,HK14,B28917,421.0,840510.31
5000,HK,T5727593,HK14,B31214,162.0,151794.0
5000,HK,T5727593,HK14,B35648,909.0,1206270.55
5000,HK,T5727593,HK14,B45214,266.0,386498.0
5000,HK,T5727593,HK14,B45918,893.0,1337714.0
5000,HK,T6189452,HK20,B01774,1186.0,2107832.18
5000,HK,T6189452,HK20,B04712,1030.0,1406980.0
5000,HK,T6189452,HK20,B10340,223.0,265147.57
5000,HK,T6189452,HK20,B23639,1191.0,1112619.51
5000,HK,T6189452,HK20,B27558,108.0,132445.4
5000,HK,T6189452,HK20,B28917,965.0,1926585.38
5000,HK,T6189452,HK20,B34105,371.0,386614.93
5000,HK,T6189452,HK20,B35479,341.0,176784.14
5000,HK,T6189452,HK20,B35648,910.0,1207597.58
5000,HK,T6189452,HK20,B45918,354.0,530292.0
5000,HK,T6189452,HK20,B47982,350.0,275120.71
5000,HK,T6189452,HK20,B48886,371.0,273008.21
5000,HK,T6189452,HK21,B03283,643.0,796775.92
5000,HK,T6189452,HK21,B05609,678.0,804051.5
5000,HK,T6189452,HK21,B16316,565.0,372900.0
5000,HK,T6189452,HK21,B17901,934.0,1138474.15
5000,HK,T6189452,HK21,B31214,309.0,289533.0
5000,HK,T6189452,HK21,B35479,811.0,420445.57
5000,HK,T6189452,HK21,B45214,284.0,412652.0
5000,HK,T6189452,HK21,B47982,260.0,204375.38
5000,HK,T6189452,HK22,B16316,289.0,190740.0
5000,HK,T6189452,HK22,B25841,579.0,428323.37
5000,HK,T6189452,HK22,B35648,636.0,843991.27
5000,HK,T6189452,HK22,B45918,849.0,1271802.0
5000,HK,T6189452,HK23,B03283,393.0,486987.46
5000,HK,T6189452,HK23,B17266,591.0,598683.0
5000,HK,T6189452,HK23,B17901,346.0,421747.38
5000,HK,T6189452,HK23,B23639,661.0,617499.16
5000,HK,T6189452,HK23,B35648,224.0,297254.79
5000,LON,T2121033,LON20,B01774,169.0,300357.2
5000,LON,T2121033,LON20,B04712,565.0,771790.0
5000,LON,T2121033,LON20,B11094,418.0,541996.27
5000,LON,T2121033,LON20,B16316,980.0,646800.0
5000,LON,T2121033,LON20,B18694,634.0,387996.75
5000,LON,T2121033,LON20,B23639,431.0,402635.61
5000,LON,T2121033,LON20,B27558,907.0,1112296.07
5000,LON,T2121033,LON20,B31214,341.0,319517.0
5000,LON,T2121033,LON20,B38589,687.0,759348.28
5000,LON,T2121033,LON20,B47982,444.0,349010.27
5000,LON,T2121033,LON21,B04712,574.0,784084.0
5000,LON,T2121033,LON21,B05609,507.0,601259.75
5000,LON,T2121033,LON21,B08521,131.0,167987.36
5000,LON,T2121033,LON21,B10340,516.0,613525.32
5000,LON,T2121033,LON21,B23639,267.0,249428.56
5000,LON,T2121033,LON21,B25841,104.0,76935.46
5000,LON,T2121033,LON21,B27023,794.0,485928.0
5000,LON,T2121033,LON21,B27558,539.0,661000.64
5000,LON,T2121033,LON21,B28659,855.0,806342.73
5000,LON,T2121033,LON21,B35479,365.0,189226.43
5000,LON,T2121033,LON21,B35648,376.0,498963.39
5000,LON,T2121033,LON21,B38589,708.0,782559.8
5000,LON,T2121033,LON22,B02473,998.0,871254.0
5000,LON,T2121033,LON22,B08521,199.0,255186.91
5000,LON,T2121033,LON22,B10340,105.0,124845.27
5000,LON,T2121033,LON22,B16316,367.0,242220.0
5000,LON,T2121033,LON22,B27023,450.0,275400.0
5000,LON,T2121033,LON22,B28917,807.0,1611144.46
5000,LON,T2121033,LON22,B35648,286.0,379530.67
5000,LON,T2121033,LON22,B38589,1456.0,1609332.01
5000,LON,T2121033,LON22,B44611,136.0,191352.0
5000,LON,T2121033,LON22,B45193,1355.0,1829375.08
5000,LON,T2121033,LON22,B45918,722.0,1081556.0
5000,LON,T2121033,LON22,B47982,2049.0,1610635.24
5000,LON,T2121033,LON22,B48886,998.0,734399.43
5000,LON,T2121033,LON23,B04712,911.0,1244426.0
5000,LON,T2121033,LON23,B27558,211.0,258759.06
5000,LON,T2121033,LON23,B31214,277.0,259549.0
