AftEvent,Desk,Trader,Book,BondID,Positions,NV
1000,HK,T3179669,HK30,B27558,873.0,1441348.43
1000,HK,T3179669,HK31,B03283,231.0,256504.93
1000,HK,T3800229,HK00,B17901,655.0,910194.39
1000,HK,T3800229,HK02,B05609,709.0,630052.32
1000,HK,T3800229,HK02,B45214,490.0,391506.34
1000,HK,T3800229,HK02,B47982,739.0,770038.0
1000,HK,T3800229,HK02,B48886,412.0,618575.17
1000,HK,T3800229,HK03,B28659,841.0,560934.45
1000,HK,T3800229,HK03,B31214,863.0,987272.0
1000,HK,T3800229,HK04,B18694,436.0,417699.95
1000,HK,T3800229,HK04,B25841,455.0,525525.0
1000,HK,T3800229,HK04,B27023,994.0,1408498.0
1000,HK,T3800229,HK04,B35648,117.0,110297.82
1000,HK,T3800229,HK04,B45214,124.0,99075.07
1000,HK,T5727593,HK13,B18694,283.0,271121.75
1000,HK,T5727593,HK13,B27023,371.0,525707.0
1000,HK,T5727593,HK14,B28917,421.0,496916.91
1000,HK,T5727593,HK14,B31214,162.0,185328.0
1000,HK,T6189452,HK20,B34105,371.0,390292.0
1000,LON,T2121033,LON20,B18694,634.0,607389.37
1000,LON,T2121033,LON20,B23639,431.0,475753.15
1000,LON,T2121033,LON22,B45193,264.0,215630.05
1000,LON,T2121033,LON22,B47982,986.0,1027412.0
1000,LON,T2121033,LON23,B27558,211.0,348367.15
1000,LON,T2121033,LON24,B03283,792.0,879445.48
1000,LON,T2121033,LON24,B28659,534.0,356170.03
1000,LON,T2121033,LON25,B18694,607.0,581522.63
1000,LON,T6326422,LON00,B03283,730.0,810600.0
1000,LON,T6326422,LON02,B04712,629.0,930920.0
1000,LON,T6326422,LON02,B18694,839.0,803784.99
1000,LON,T6326422,LON02,B27558,875.0,1444650.49
1000,LON,T6326422,LON02,B45918,963.0,923517.0
1000,LON,T7210244,LON11,B45214,449.0,358747.65
1000,LON,T7210244,LON12,B28917,118.0,139278.37
1000,LON,T7210244,LON12,B31214,698.0,798512.0
1000,LON,T7210244,LON12,B47982,684.0,712728.0
1000,LON,T7210244,LON13,B23639,878.0,969167.67
1000,LON,T7210244,LON14,B34105,121.0,127292.0
1000,NY,T1087795,NY20,B17266,319.0,164642.09
1000,NY,T1087795,NY23,B05609,368.0,327022.93
1000,NY,T1087795,NY23,B08521,207.0,221806.53
1000,NY,T1087795,NY23,B18694,335.0,320939.18
1000,NY,T2078717,NY00,B04712,139.0,205720.0
1000,NY,T2078717,NY00,B34105,657.0,691164.0
1000,NY,T2078717,NY01,B44611,231.0,258027.0
1000,NY,T2078717,NY02,B16316,398.0,458496.0
1000,NY,T2078717,NY02,B17901,987.0,1371544.83
1000,NY,T2078717,NY02,B35479,930.0,801086.48
1000,NY,T2078717,NY02,B48886,618.0,927862.75
1000,NY,T2078717,NY04,B48886,220.0,330307.13
1000,NY,T4439875,NY40,B04712,237.0,350760.0
1000,NY,T4439875,NY41,B23639,550.0,607109.59
1000,NY,T4439875,NY41,B31214,726.0,830544.0
1000,NY,T4439875,NY42,B01774,617.0,903508.72
1000,NY,T4439875,NY42,B05609,147.0,130631.44
1000,NY,T4439875,NY42,B17901,965.0,1340973.41
1000,NY,T4439875,NY44,B35648,648.0,610880.24
1000,NY,T4848015,NY31,B45193,211.0,172340.68
1000,NY,T4848015,NY33,B02473,556.0,849612.04
1000,NY,T4848015,NY33,B45193,240.0,196027.32
1000,NY,T4848015,NY34,B05609,859.0,763349.71
1000,NY,T4848015,NY34,B47982,872.0,908624.0
1000,NY,T4848015,NY35,B23639,567.0,625874.79
1000,NY,T7375392,NY11,B17266,950.0,490313.43
1000,NY,T7375392,NY11,B45918,227.0,217693.0
1000,NY,T7375392,NY13,B27558,802.0,1324125.36
1000,NY,T7375392,NY13,B38589,789.0,1143261.0
1000,SG,T5983248,SG00,B03283,362.0,401968.77
1000,SG,T5983248,SG01,B17266,574.0,296252.54
1000,SG,T5983248,SG02,B35648,955.0,900294.18
1000,SG,T5983248,SG03,B17266,992.0,511990.45
1000,SG,T5983248,SG03,B23639,440.0,485687.67
1000,SG,T5983248,SG04,B27023,839.0,1188863.0
1000,SG,T9277645,SG10,B08521,224.0,240022.52
1000,SG,T9277645,SG10,B35648,634.0,597682.21
1000,SG,T9277645,SG11,B01774,231.0,338266.63
1000,SG,T9277645,SG13,B10340,116.0,67901.51
1000,SG,T9277645,SG13,B28917,442.0,521703.74
1000,SG,T9277645,SG14,B03283,663.0,736202.47
1000,SG,T9277645,SG14,B17266,559.0,288510.75
1000,SG,T9564084,SG20,B35648,420.0,395940.9
1000,SG,T9564084,SG21,B10340,208.0,121754.43
1000,SG,T9564084,SG21,B18694,119.0,114005.26
1000,SG,T9564084,SG22,B08521,999.0,1070457.6
1000,SYD,T5521536,SYD11,B16316,684.0,787968.0
1000,SYD,T5521536,SYD11,B45918,283.0,271397.0
1000,SYD,T5521536,SYD13,B31538,836.0,838215.74
1000,TOK,T2697765,TOK00,B04712,437.0,646760.0
1000,TOK,T2697765,TOK01,B17901,131.0,182038.88
1000,TOK,T2697765,TOK01,B28659,807.0,538256.96
1000,TOK,T2697765,TOK02,B17901,448.0,622545.17
1000,TOK,T3121807,TOK21,B02473,480.0,733478.02
1000,TOK,T3121807,TOK21,B05609,226.0,200834.73
1000,TOK,T3121807,TOK21,B38589,836.0,1211364.0
1000,TOK,T3121807,TOK22,B25841,155.0,179025.0
1000,TOK,T3121807,TOK22,B27023,485.0,687245.0
1000,TOK,T3121807,TOK22,B47982,689.0,717938.0
1000,TOK,T3121807,TOK23,B02473,284.0,433974.5
1000,TOK,T3121807,TOK23,B45918,806.0,772954.0
1000,TOK,T3121807,TOK24,B28659,858.0,572273.19
1000,TOK,T3121807,TOK24,B45193,874.0,713866.15
1000,TOK,T3937126,TOK30,B16316,968.0,1115136.0
1000,TOK,T3937126,TOK31,B18694,195.0,186815.34
1000,TOK,T3937126,TOK32,B25841,527.0,608685.0
1000,TOK,T9108891,TOK10,B01774,130.0,190366.5
1000,TOK,T9108891,TOK10,B34105,108.0,113616.0
1000,TOK,T9108891,TOK12,B03283,773.0,858347.67
1000,TOK,T9108891,TOK12,B31214,243.0,277992.0
1000,TOK,T9108891,TOK13,B31538,537.0,538423.27
