AftEvent,Desk,Trader,Book,BondID,Positions,NV
6500,HK,T3179669,HK30,B04712,757.0,874335.0
6500,HK,T3179669,HK30,B16316,759.0,484242.0
6500,HK,T3179669,HK30,B17266,789.0,745077.11
6500,HK,T3179669,HK30,B25841,536.0,576059.34
6500,HK,T3179669,HK30,B27558,37.0,30557.2
6500,HK,T3179669,HK30,B28659,1134.0,689814.65
6500,HK,T3179669,HK30,B34105,738.0,539990.94
6500,HK,T3179669,HK30,B45214,830.0,478910.0
6500,HK,T3179669,HK30,B45918,510.0,524591.67
6500,HK,T3179669,HK31,B03283,231.0,231462.0
6500,HK,T3179669,HK31,B16316,164.0,104632.0
6500,HK,T3179669,HK31,B38589,98.0,105576.25
6500,HK,T3179669,HK31,B44611,575.0,514050.0
6500,HK,T3179669,HK31,B45214,166.0,95782.0
6500,HK,T3179669,HK31,B48886,1131.0,571155.0
6500,HK,T3179669,HK32,B31214,355.0,480670.0
6500,HK,T3179669,HK32,B34105,653.0,477796.86
6500,HK,T3179669,HK33,B02473,476.0,469193.99
6500,HK,T3179669,HK33,B05609,677.0,817139.0
6500,HK,T3179669,HK33,B08521,835.0,704703.92
6500,HK,T3179669,HK33,B23639,208.0,111058.72
6500,HK,T3179669,HK33,B27558,204.0,168477.56
6500,HK,T3179669,HK33,B28917,198.0,116870.07
6500,HK,T3179669,HK33,B38589,450.0,484788.89
6500,HK,T3179669,HK33,B45193,1159.0,1199565.0
6500,HK,T3179669,HK33,B45214,628.0,362356.0
6500,HK,T3179669,HK33,B45918,553.0,568821.94
6500,HK,T3800229,HK00,B02473,256.0,252339.62
6500,HK,T3800229,HK00,B16316,733.0,467654.0
6500,HK,T3800229,HK00,B17901,655.0,497227.82
6500,HK,T3800229,HK00,B18694,892.0,710088.94
6500,HK,T3800229,HK00,B25841,585.0,628721.48
6500,HK,T3800229,HK00,B28659,602.0,366197.9
6500,HK,T3800229,HK00,B28917,108.0,63747.31
6500,HK,T3800229,HK00,B34105,412.0,301458.35
6500,HK,T3800229,HK00,B44611,625.0,558750.0
6500,HK,T3800229,HK01,B05609,704.0,849728.0
6500,HK,T3800229,HK01,B08521,664.0,560387.31
6500,HK,T3800229,HK01,B11094,259.0,245562.38
6500,HK,T3800229,HK01,B17266,857.0,809291.61
6500,HK,T3800229,HK01,B28659,619.0,376539.04
6500,HK,T3800229,HK01,B28917,1067.0,629799.82
6500,HK,T3800229,HK01,B38589,836.0,900630.02
6500,HK,T3800229,HK01,B44611,263.0,235122.0
6500,HK,T3800229,HK01,B45214,296.0,170792.0
6500,HK,T3800229,HK02,B05609,709.0,855763.0
6500,HK,T3800229,HK02,B08521,389.0,328299.19
6500,HK,T3800229,HK02,B17266,788.0,744132.78
6500,HK,T3800229,HK02,B18694,855.0,680634.57
6500,HK,T3800229,HK02,B27558,495.0,408805.83
6500,HK,T3800229,HK02,B45214,865.0,499105.0
6500,HK,T3800229,HK02,B47982,989.0,1376680.99
6500,HK,T3800229,HK02,B48886,512.0,258560.0
6500,HK,T3800229,HK03,B03283,1552.0,1555104.0
6500,HK,T3800229,HK03,B18694,999.0,795267.77
6500,HK,T3800229,HK03,B25841,509.0,547041.42
6500,HK,T3800229,HK03,B28659,1214.0,738478.82
6500,HK,T3800229,HK03,B31214,1278.0,1730412.0
6500,HK,T3800229,HK03,B35479,850.0,1194495.37
6500,HK,T3800229,HK03,B38589,765.0,824141.11
6500,HK,T3800229,HK03,B45193,290.0,300150.0
6500,HK,T3800229,HK03,B45918,997.0,1025525.28
6500,HK,T3800229,HK03,B48886,495.0,249975.0
6500,HK,T3800229,HK04,B02473,594.0,585506.78
6500,HK,T3800229,HK04,B04712,1356.0,1566180.0
6500,HK,T3800229,HK04,B05609,491.0,592637.0
6500,HK,T3800229,HK04,B08521,163.0,137564.96
6500,HK,T3800229,HK04,B11094,795.0,753753.24
6500,HK,T3800229,HK04,B16316,1471.0,437668.0
6500,HK,T3800229,HK04,B18694,436.0,347083.83
6500,HK,T3800229,HK04,B25841,455.0,489005.59
6500,HK,T3800229,HK04,B27023,994.0,1389612.0
6500,HK,T3800229,HK04,B35479,955.0,1342050.68
6500,HK,T3800229,HK04,B35648,117.0,112552.32
6500,HK,T3800229,HK04,B45214,124.0,71548.0
6500,HK,T5727593,HK10,B17266,271.0,255913.68
6500,HK,T5727593,HK10,B18694,790.0,628890.43
6500,HK,T5727593,HK10,B25841,353.0,379382.36
6500,HK,T5727593,HK10,B38589,804.0,866156.15
6500,HK,T5727593,HK10,B45193,696.0,720360.0
6500,HK,T5727593,HK10,B45214,301.0,173677.0
6500,HK,T5727593,HK10,B47982,29.0,40367.79
6500,HK,T5727593,HK11,B02473,651.0,641691.78
6500,HK,T5727593,HK11,B10340,854.0,889084.77
6500,HK,T5727593,HK11,B17901,1447.0,1098455.95
6500,HK,T5727593,HK11,B23639,648.0,345990.64
6500,HK,T5727593,HK11,B27023,526.0,735348.0
6500,HK,T5727593,HK11,B27558,717.0,592149.06
6500,HK,T5727593,HK11,B31538,616.0,405533.33
6500,HK,T5727593,HK11,B48886,280.0,141400.0
6500,HK,T5727593,HK12,B08521,718.0,605960.98
6500,HK,T5727593,HK12,B16316,110.0,70180.0
6500,HK,T5727593,HK12,B18694,912.0,726010.21
6500,HK,T5727593,HK12,B23639,283.0,151103.94
6500,HK,T5727593,HK12,B28659,681.0,414253.77
6500,HK,T5727593,HK12,B35648,423.0,406919.91
6500,HK,T5727593,HK12,B45214,871.0,502567.0
6500,HK,T5727593,HK13,B02473,734.0,723505.02
6500,HK,T5727593,HK13,B18694,939.0,747503.94
6500,HK,T5727593,HK13,B27023,639.0,893322.0
6500,HK,T5727593,HK13,B31214,2093.0,2833922.0
6500,HK,T5727593,HK13,B34105,202.0,147802.4
6500,HK,T5727593,HK13,B45214,324.0,186948.0
6500,HK,T5727593,HK13,B47982,1830.0,2547347.02
6500,HK,T5727593,HK14,B08521,1630.0,1375649.57
6500,HK,T5727593,HK14,B11094,729.0,691177.5
6500,HK,T5727593,HK14,B18694,892.0,710088.94
6500,HK,T5727593,HK14,B23639,601.0,320895.64
6500,HK,T5727593,HK14,B25841,1192.0,1281087.18
6500,HK,T5727593,HK14,B28917,421.0,248496.46
6500,HK,T5727593,HK14,B31214,747.0,1011438.0
6500,HK,T5727593,HK14,B35648,909.0,874444.92
6500,HK,T5727593,HK14,B45214,266.0,153482.0
6500,HK,T5727593,HK14,B45918,893.0,918549.72
6500,HK,T6189452,HK20,B01774,1186.0,826621.55
6500,HK,T6189452,HK20,B04712,386.0,445830.0
6500,HK,T6189452,HK20,B10340,223.0,232161.48
6500,HK,T6189452,HK20,B23639,1191.0,635917.98
6500,HK,T6189452,HK20,B27558,108.0,89194.0
6500,HK,T6189452,HK20,B28917,965.0,569594.02
6500,HK,T6189452,HK20,B34105,371.0,271458.86
6500,HK,T6189452,HK20,B35479,341.0,479203.44
6500,HK,T6189452,HK20,B35648,910.0,875406.91
6500,HK,T6189452,HK20,B45918,354.0,364128.33
6500,HK,T6189452,HK20,B47982,350.0,487197.52
6500,HK,T6189452,HK20,B48886,371.0,187355.0
6500,HK,T6189452,HK21,B03283,643.0,644286.0
6500,HK,T6189452,HK21,B05609,678.0,818346.0
6500,HK,T6189452,HK21,B16316,565.0,360470.0
6500,HK,T6189452,HK21,B17901,934.0,709024.09
6500,HK,T6189452,HK21,B25841,659.0,708252.06
6500,HK,T6189452,HK21,B31214,147.0,199038.0
6500,HK,T6189452,HK21,B34105,248.0,181460.37
6500,HK,T6189452,HK21,B35479,811.0,1139689.11
6500,HK,T6189452,HK21,B45214,284.0,163868.0
6500,HK,T6189452,HK21,B47982,260.0,361918.16
6500,HK,T6189452,HK21,B48886,822.0,415110.0
6500,HK,T6189452,HK22,B03283,551.0,552102.0
6500,HK,T6189452,HK22,B16316,289.0,184382.0
6500,HK,T6189452,HK22,B25841,579.0,622273.05
6500,HK,T6189452,HK22,B27558,537.0,443492.39
6500,HK,T6189452,HK22,B35648,636.0,611822.85
6500,HK,T6189452,HK22,B45918,849.0,873290.83
6500,HK,T6189452,HK23,B01774,634.0,441887.07
6500,HK,T6189452,HK23,B03283,393.0,393786.0
6500,HK,T6189452,HK23,B17266,591.0,558099.58
6500,HK,T6189452,HK23,B17901,510.0,387154.48
6500,HK,T6189452,HK23,B23639,183.0,352931.81
6500,HK,T6189452,HK23,B35648,224.0,215484.78
6500,LON,T2121033,LON20,B01774,169.0,117790.09
6500,LON,T2121033,LON20,B04712,565.0,652575.0
6500,LON,T2121033,LON20,B11094,418.0,396313.02
6500,LON,T2121033,LON20,B16316,980.0,625240.0
6500,LON,T2121033,LON20,B18694,634.0,504704.47
