AftEvent,Desk,Trader,Book,BondID,Positions,NV
2000,HK,T3179669,HK30,B04712,899.0,1134538.0
2000,HK,T3179669,HK30,B16316,759.0,636801.0
2000,HK,T3179669,HK30,B27558,873.0,956806.55
2000,HK,T3179669,HK30,B28659,945.0,1154741.36
2000,HK,T3179669,HK31,B03283,231.0,173943.0
2000,HK,T3179669,HK31,B16316,164.0,137596.0
2000,HK,T3179669,HK31,B45214,397.0,602143.91
2000,HK,T3179669,HK33,B02473,476.0,546448.0
2000,HK,T3179669,HK33,B23639,208.0,225264.0
2000,HK,T3179669,HK33,B45193,837.0,912434.62
2000,HK,T3800229,HK00,B17901,655.0,662264.55
2000,HK,T3800229,HK00,B18694,892.0,1009952.94
2000,HK,T3800229,HK00,B28917,108.0,72684.0
2000,HK,T3800229,HK01,B05609,704.0,649735.06
2000,HK,T3800229,HK01,B44611,263.0,159115.0
2000,HK,T3800229,HK01,B45214,296.0,448953.65
2000,HK,T3800229,HK02,B05609,709.0,654349.65
2000,HK,T3800229,HK02,B27558,495.0,542519.18
2000,HK,T3800229,HK02,B45214,865.0,1311976.03
2000,HK,T3800229,HK02,B47982,739.0,1078054.53
2000,HK,T3800229,HK02,B48886,412.0,385680.47
2000,HK,T3800229,HK03,B25841,509.0,442830.0
2000,HK,T3800229,HK03,B28659,841.0,1027658.71
2000,HK,T3800229,HK03,B31214,863.0,621360.0
2000,HK,T3800229,HK03,B45193,290.0,316136.25
2000,HK,T3800229,HK04,B18694,436.0,493654.13
2000,HK,T3800229,HK04,B25841,455.0,395850.0
2000,HK,T3800229,HK04,B27023,994.0,1394582.0
2000,HK,T3800229,HK04,B35648,117.0,101643.75
2000,HK,T3800229,HK04,B45214,124.0,188075.18
2000,HK,T5727593,HK10,B17266,743.0,424460.6
2000,HK,T5727593,HK10,B18694,790.0,894465.05
2000,HK,T5727593,HK10,B38589,804.0,1187016.52
2000,HK,T5727593,HK11,B02473,651.0,747348.0
2000,HK,T5727593,HK11,B10340,854.0,510958.81
2000,HK,T5727593,HK11,B23639,648.0,701784.0
2000,HK,T5727593,HK11,B27023,526.0,737978.0
2000,HK,T5727593,HK11,B31538,616.0,664440.0
2000,HK,T5727593,HK11,B48886,280.0,262112.94
2000,HK,T5727593,HK12,B08521,718.0,974552.61
2000,HK,T5727593,HK12,B16316,215.0,180385.0
2000,HK,T5727593,HK12,B28659,681.0,832146.95
2000,HK,T5727593,HK13,B18694,683.0,773315.98
2000,HK,T5727593,HK13,B27023,371.0,520513.0
2000,HK,T5727593,HK13,B31214,552.0,397440.0
2000,HK,T5727593,HK13,B34105,202.0,499480.49
2000,HK,T5727593,HK13,B47982,1830.0,2669607.3
2000,HK,T5727593,HK14,B08521,655.0,889041.73
2000,HK,T5727593,HK14,B23639,601.0,650883.0
2000,HK,T5727593,HK14,B28917,421.0,283333.0
2000,HK,T5727593,HK14,B31214,162.0,116640.0
2000,HK,T5727593,HK14,B45918,893.0,1012739.14
2000,HK,T6189452,HK20,B01774,571.0,455638.53
2000,HK,T6189452,HK20,B10340,223.0,133423.67
2000,HK,T6189452,HK20,B23639,1191.0,1289853.0
2000,HK,T6189452,HK20,B34105,371.0,917362.68
2000,HK,T6189452,HK20,B35479,341.0,381889.69
2000,HK,T6189452,HK20,B35648,910.0,790562.5
2000,HK,T6189452,HK20,B45918,354.0,401466.58
2000,HK,T6189452,HK20,B48886,371.0,347299.65
2000,HK,T6189452,HK21,B05609,678.0,625739.16
2000,HK,T6189452,HK21,B31214,309.0,222480.0
2000,HK,T6189452,HK22,B35648,636.0,552525.0
2000,HK,T6189452,HK22,B45918,849.0,962839.34
2000,HK,T6189452,HK23,B23639,661.0,715863.0
2000,LON,T2121033,LON20,B18694,634.0,717836.5
2000,LON,T2121033,LON20,B23639,431.0,466773.0
2000,LON,T2121033,LON20,B38589,160.0,236222.19
2000,LON,T2121033,LON21,B08521,131.0,177808.35
2000,LON,T2121033,LON21,B27023,794.0,1113982.0
2000,LON,T2121033,LON22,B16316,367.0,307913.0
2000,LON,T2121033,LON22,B35648,286.0,248462.5
2000,LON,T2121033,LON22,B44611,136.0,82280.0
2000,LON,T2121033,LON22,B45193,264.0,287793.0
2000,LON,T2121033,LON22,B47982,986.0,1438378.58
2000,LON,T2121033,LON22,B48886,998.0,934245.41
2000,LON,T2121033,LON23,B27558,211.0,231255.65
2000,LON,T2121033,LON24,B01774,341.0,272106.38
2000,LON,T2121033,LON24,B03283,792.0,596376.0
2000,LON,T2121033,LON24,B17901,887.0,896837.64
2000,LON,T2121033,LON24,B28659,534.0,652520.51
2000,LON,T2121033,LON24,B48886,171.0,160076.12
2000,LON,T2121033,LON25,B18694,607.0,687266.18
2000,LON,T2121033,LON25,B45214,996.0,1510668.35
2000,LON,T6326422,LON00,B03283,57.0,42921.0
2000,LON,T6326422,LON01,B16316,771.0,646869.0
2000,LON,T6326422,LON01,B18694,618.0,699720.76
2000,LON,T6326422,LON02,B01774,650.0,518677.84
2000,LON,T6326422,LON02,B04712,629.0,793798.0
2000,LON,T6326422,LON02,B18694,839.0,949944.52
2000,LON,T6326422,LON02,B27558,875.0,958998.55
2000,LON,T6326422,LON02,B45918,963.0,1092125.18
2000,LON,T6326422,LON03,B16316,216.0,181224.0
2000,LON,T6326422,LON04,B11094,849.0,1133711.16
2000,LON,T7210244,LON10,B17901,189.0,191096.18
2000,LON,T7210244,LON10,B34105,819.0,2025121.38
2000,LON,T7210244,LON11,B25841,283.0,246210.0
2000,LON,T7210244,LON11,B45214,449.0,681014.15
2000,LON,T7210244,LON12,B11094,871.0,1163088.84
2000,LON,T7210244,LON12,B27558,112.0,122751.81
2000,LON,T7210244,LON12,B28917,895.0,602335.0
2000,LON,T7210244,LON12,B31214,698.0,502560.0
2000,LON,T7210244,LON12,B45214,971.0,1472749.97
2000,LON,T7210244,LON12,B45918,320.0,362907.64
2000,LON,T7210244,LON12,B47982,684.0,997820.43
2000,LON,T7210244,LON13,B23639,878.0,950874.0
2000,LON,T7210244,LON13,B48886,954.0,893056.24
2000,LON,T7210244,LON14,B31214,316.0,227520.0
2000,LON,T7210244,LON14,B34105,121.0,299193.76
2000,NY,T1087795,NY20,B17266,449.0,256504.46
2000,NY,T1087795,NY22,B31214,304.0,218880.0
2000,NY,T1087795,NY22,B45193,235.0,256179.37
2000,NY,T1087795,NY23,B05609,368.0,339634.24
2000,NY,T1087795,NY23,B08521,207.0,280964.33
2000,NY,T1087795,NY23,B10340,617.0,369158.76
2000,NY,T1087795,NY23,B18694,335.0,379298.47
2000,NY,T1087795,NY23,B35479,231.0,258699.47
2000,NY,T1087795,NY23,B48886,342.0,320152.24
2000,NY,T2078717,NY00,B04712,139.0,175418.0
2000,NY,T2078717,NY00,B31538,229.0,247007.73
2000,NY,T2078717,NY00,B34105,657.0,1624547.92
2000,NY,T2078717,NY01,B02473,782.0,897736.0
2000,NY,T2078717,NY01,B44611,231.0,139755.0
2000,NY,T2078717,NY02,B16316,398.0,333922.0
2000,NY,T2078717,NY02,B17901,987.0,997946.73
2000,NY,T2078717,NY02,B35479,930.0,1041517.33
2000,NY,T2078717,NY02,B48886,618.0,578520.71
2000,NY,T2078717,NY03,B08521,741.0,1005770.87
2000,NY,T2078717,NY04,B28917,547.0,368131.0
2000,NY,T2078717,NY04,B48886,220.0,205945.88
2000,NY,T4439875,NY40,B04712,237.0,299094.0
2000,NY,T4439875,NY40,B17266,965.0,551284.63
2000,NY,T4439875,NY41,B04712,826.0,1042412.0
2000,NY,T4439875,NY41,B23639,550.0,595650.0
2000,NY,T4439875,NY41,B31214,726.0,522720.0
2000,NY,T4439875,NY41,B48886,1280.0,1198230.59
2000,NY,T4439875,NY42,B01774,617.0,492344.97
2000,NY,T4439875,NY42,B05609,147.0,135669.11
2000,NY,T4439875,NY42,B11094,453.0,604913.02
2000,NY,T4439875,NY42,B17901,965.0,975702.73
2000,NY,T4439875,NY43,B01774,311.0,248167.4
2000,NY,T4439875,NY43,B45193,794.0,865559.25
2000,NY,T4439875,NY44,B35648,648.0,562950.0
2000,NY,T4848015,NY30,B10340,380.0,227358.72
2000,NY,T4848015,NY31,B23639,662.0,716946.0
2000,NY,T4848015,NY31,B38589,179.0,264273.58
2000,NY,T4848015,NY31,B45193,211.0,230016.37
2000,NY,T4848015,NY32,B16316,666.0,558774.0
2000,NY,T4848015,NY33,B02473,556.0,638288.0
2000,NY,T4848015,NY33,B05609,600.0,553751.47
2000,NY,T4848015,NY33,B08521,203.0,275535.07
2000,NY,T4848015,NY33,B45193,240.0,261630.0
2000,NY,T4848015,NY34,B05609,143.0,131977.43
2000,NY,T4848015,NY34,B45918,380.0,430952.82
2000,NY,T4848015,NY34,B47982,872.0,1272075.17
2000,NY,T4848015,NY35,B23639,567.0,614061.0
2000,NY,T4848015,NY35,B27558,121.0,132615.8
2000,NY,T4848015,NY35,B35479,791.0,885849.69
2000,NY,T7375392,NY10,B48886,925.0,865908.82
2000,NY,T7375392,NY11,B08521,982.0,1332883.93
2000,NY,T7375392,NY11,B17266,950.0,542715.44
2000,NY,T7375392,NY11,B45918,227.0,257437.61
2000,NY,T7375392,NY13,B27558,802.0,878990.67
2000,NY,T7375392,NY13,B38589,789.0,1164870.69
2000,SG,T5983248,SG00,B03283,362.0,272586.0
2000,SG,T5983248,SG01,B04712,997.0,1258214.0
2000,SG,T5983248,SG01,B17266,574.0,327914.38
2000,SG,T5983248,SG01,B18694,175.0,198140.99
2000,SG,T5983248,SG01,B35479,717.0,802976.27
2000,SG,T5983248,SG01,B45193,737.0,803422.12
2000,SG,T5983248,SG02,B16316,481.0,403559.0
2000,SG,T5983248,SG02,B35648,955.0,829656.25
2000,SG,T5983248,SG03,B05609,488.0,450384.53
2000,SG,T5983248,SG03,B17266,314.0,179381.74
2000,SG,T5983248,SG03,B23639,440.0,476520.0
2000,SG,T5983248,SG03,B45918,745.0,844894.35
2000,SG,T5983248,SG04,B16316,504.0,422856.0
2000,SG,T5983248,SG04,B27023,839.0,1177117.0
2000,SG,T5983248,SG04,B45193,448.0,488376.0
2000,SG,T5983248,SG05,B04712,131.0,165322.0
2000,SG,T9277645,SG10,B04712,928.0,1171136.0
2000,SG,T9277645,SG10,B05609,782.0,721722.75
2000,SG,T9277645,SG10,B08521,224.0,304038.7
2000,SG,T9277645,SG10,B35648,634.0,550787.5
2000,SG,T9277645,SG11,B01774,969.0,773228.97
2000,SG,T9277645,SG12,B16316,954.0,800406.0
2000,SG,T9277645,SG12,B17901,485.0,490379.09
2000,SG,T9277645,SG13,B10340,1031.0,616860.1
2000,SG,T9277645,SG13,B28917,2.0,1346.0
2000,SG,T9277645,SG13,B31214,822.0,591840.0
2000,SG,T9277645,SG14,B03283,395.0,297435.0
2000,SG,T9277645,SG14,B17266,559.0,319345.19
2000,SG,T9277645,SG14,B17901,471.0,476223.82
2000,SG,T9564084,SG20,B35648,420.0,364875.0
2000,SG,T9564084,SG21,B10340,208.0,124448.98
2000,SG,T9564084,SG21,B17266,241.0,137678.34
2000,SG,T9564084,SG21,B18694,119.0,134735.87
2000,SG,T9564084,SG21,B25841,795.0,691650.0
2000,SG,T9564084,SG22,B08521,999.0,1355958.3
2000,SG,T9564084,SG22,B16316,441.0,369999.0
2000,SG,T9564084,SG22,B38589,509.0,751481.85
2000,SG,T9564084,SG22,B45214,995.0,1509151.62
2000,SYD,T5521536,SYD10,B18694,709.0,802754.07
2000,SYD,T5521536,SYD10,B27023,541.0,759023.0
2000,SYD,T5521536,SYD11,B16316,684.0,573876.0
2000,SYD,T5521536,SYD11,B17266,481.0,274785.4
2000,SYD,T5521536,SYD11,B45918,283.0,320946.45
2000,SYD,T5521536,SYD12,B11094,831.0,1109674.88
2000,SYD,T5521536,SYD12,B34105,835.0,2064684.19
2000,SYD,T5521536,SYD13,B31538,836.0,901740.0
2000,SYD,T8621521,SYD01,B34105,356.0,880272.54
2000,SYD,T8621521,SYD01,B35479,653.0,731301.96
2000,SYD,T8621521,SYD02,B03283,375.0,282375.0
2000,SYD,T8621521,SYD02,B11094,776.0,1036230.7
2000,SYD,T8621521,SYD02,B35648,661.0,574243.75
2000,SYD,T8621521,SYD02,B45918,648.0,734887.97
2000,SYD,T8621521,SYD03,B03283,214.0,161142.0
2000,TOK,T2697765,TOK00,B04712,437.0,551494.0
2000,TOK,T2697765,TOK01,B17901,131.0,132452.91
2000,TOK,T2697765,TOK01,B28659,807.0,986112.46
2000,TOK,T2697765,TOK01,B45918,579.0,656636.01
2000,TOK,T2697765,TOK01,B47982,797.0,1162665.04
2000,TOK,T2697765,TOK02,B11094,523.0,698387.44
2000,TOK,T2697765,TOK02,B17901,448.0,452968.73
2000,TOK,T2697765,TOK02,B27558,734.0,804462.78
2000,TOK,T2697765,TOK02,B31214,962.0,692640.0
2000,TOK,T2697765,TOK03,B01774,211.0,168370.81
2000,TOK,T2697765,TOK04,B01774,462.0,368660.25
2000,TOK,T2697765,TOK04,B48886,906.0,848122.59
2000,TOK,T3121807,TOK20,B45918,499.0,565909.1
2000,TOK,T3121807,TOK21,B02473,480.0,551040.0
2000,TOK,T3121807,TOK21,B05609,226.0,208579.72
2000,TOK,T3121807,TOK21,B23639,865.0,936795.0
2000,TOK,T3121807,TOK21,B34105,580.0,1434151.89
2000,TOK,T3121807,TOK21,B38589,836.0,1234260.96
2000,TOK,T3121807,TOK22,B18694,608.0,688398.41
2000,TOK,T3121807,TOK22,B25841,155.0,134850.0
2000,TOK,T3121807,TOK22,B27023,485.0,680455.0
2000,TOK,T3121807,TOK22,B47982,689.0,1005114.44
2000,TOK,T3121807,TOK23,B02473,284.0,326032.0
2000,TOK,T3121807,TOK23,B16316,639.0,536121.0
2000,TOK,T3121807,TOK23,B45918,806.0,914073.62
2000,TOK,T3121807,TOK24,B18694,212.0,240033.66
2000,TOK,T3121807,TOK24,B28659,858.0,1048431.84
2000,TOK,T3121807,TOK24,B45193,874.0,952769.25
2000,TOK,T3121807,TOK24,B45214,370.0,561192.06
2000,TOK,T3121807,TOK25,B31538,692.0,746416.36
2000,TOK,T3121807,TOK25,B48886,608.0,569159.53
2000,TOK,T3937126,TOK30,B16316,968.0,812152.0
2000,TOK,T3937126,TOK31,B02473,348.0,399504.0
2000,TOK,T3937126,TOK31,B18694,195.0,220785.68
2000,TOK,T3937126,TOK31,B47982,182.0,265501.93
2000,TOK,T3937126,TOK32,B25841,676.0,588120.0
2000,TOK,T3937126,TOK33,B17266,263.0,150246.49
2000,TOK,T3937126,TOK33,B18694,945.0,1069961.35
2000,TOK,T3937126,TOK33,B25841,357.0,310590.0
2000,TOK,T9108891,TOK10,B01774,130.0,103735.57
2000,TOK,T9108891,TOK10,B16316,575.0,482425.0
2000,TOK,T9108891,TOK10,B17901,542.0,548011.27
2000,TOK,T9108891,TOK10,B27023,993.0,1393179.0
2000,TOK,T9108891,TOK10,B31214,283.0,203760.0
2000,TOK,T9108891,TOK10,B34105,108.0,267048.97
2000,TOK,T9108891,TOK11,B01774,701.0,559374.1
2000,TOK,T9108891,TOK11,B04712,502.0,633524.0
2000,TOK,T9108891,TOK11,B34105,118.0,291775.73
2000,TOK,T9108891,TOK12,B03283,773.0,582069.0
2000,TOK,T9108891,TOK12,B17901,298.0,301305.09
2000,TOK,T9108891,TOK12,B31214,243.0,174960.0
2000,TOK,T9108891,TOK12,B45193,886.0,965850.75
2000,TOK,T9108891,TOK13,B17266,343.0,195948.84
2000,TOK,T9108891,TOK13,B31538,537.0,579227.73
2000,TOK,T9108891,TOK13,B45918,500.0,567043.19
