Desk,Trader,Book,Positions,NV
HK,T3179669,HK30,3844.0,3538250.49
HK,T3179669,HK31,2116.0,2117402.27
HK,T3179669,HK32,653.0,666247.85
HK,T3179669,HK33,1521.0,1598526.35
HK,T3800229,HK00,2644.0,2506749.93
HK,T3800229,HK01,3022.0,3053823.62
HK,T3800229,HK02,3320.0,3100760.44
HK,T3800229,HK03,4515.0,4322964.89
HK,T3800229,HK04,3193.0,3496828.43
HK,T5727593,HK10,2690.0,2531614.84
HK,T5727593,HK11,4877.0,4705203.7
HK,T5727593,HK12,2485.0,2184630.75
HK,T5727593,HK13,4260.0,4962377.0
HK,T5727593,HK14,3507.0,3891752.68
HK,T6189452,HK20,4332.0,4469368.25
HK,T6189452,HK21,2992.0,3325165.31
HK,T6189452,HK22,2064.0,2129826.85
HK,T6189452,HK23,1007.0,1220163.46
LON,T2121033,LON20,3000.0,2930084.55
LON,T2121033,LON21,2861.0,2971879.5
LON,T2121033,LON22,3725.0,3901945.31
LON,T2121033,LON23,572.0,465398.18
LON,T2121033,LON24,2690.0,2489637.64
LON,T2121033,LON25,2867.0,2870976.4
LON,T6326422,LON00,1017.0,1224046.21
LON,T6326422,LON01,1389.0,1251798.12
LON,T6326422,LON02,5736.0,4972247.02
LON,T6326422,LON03,216.0,230256.0
LON,T6326422,LON04,849.0,1031906.98
LON,T7210244,LON10,4449.0,3586044.36
LON,T7210244,LON11,2658.0,2474684.81
LON,T7210244,LON12,5871.0,6609034.64
LON,T7210244,LON13,3099.0,3197476.87
LON,T7210244,LON14,437.0,571226.81
NY,T1087795,NY20,1323.0,1251274.47
NY,T1087795,NY21,849.0,757333.0
NY,T1087795,NY22,539.0,637098.0
NY,T1087795,NY23,3933.0,3638759.43
NY,T2078717,NY00,2134.0,1754940.98
NY,T2078717,NY01,1985.0,2308076.27
NY,T2078717,NY02,4098.0,4054945.49
NY,T2078717,NY03,2043.0,2254667.5
NY,T2078717,NY04,4385.0,4425365.58
NY,T4439875,NY40,1791.0,1568387.69
NY,T4439875,NY41,5156.0,5195686.92
NY,T4439875,NY42,2384.0,2377649.86
NY,T4439875,NY43,2655.0,2850705.32
NY,T4439875,NY44,1064.0,1124300.58
NY,T4848015,NY30,1926.0,2165315.69
NY,T4848015,NY31,2581.0,2797246.48
NY,T4848015,NY32,1940.0,1926315.74
NY,T4848015,NY33,2859.0,3251533.24
NY,T4848015,NY34,1782.0,2188444.17
NY,T4848015,NY35,3984.0,4599588.54
NY,T7375392,NY10,2001.0,1937744.99
NY,T7375392,NY11,2873.0,2914511.23
NY,T7375392,NY12,1529.0,1226915.21
NY,T7375392,NY13,3504.0,3361692.75
SG,T5983248,SG00,1436.0,1047405.95
SG,T5983248,SG01,4055.0,3750698.83
SG,T5983248,SG02,2154.0,1640420.64
SG,T5983248,SG03,2925.0,3485349.54
SG,T5983248,SG04,2517.0,2592645.0
SG,T5983248,SG05,131.0,86591.0
SG,T9277645,SG10,4888.0,3264880.41
SG,T9277645,SG11,3779.0,2941723.93
SG,T9277645,SG12,1930.0,1913376.71
SG,T9277645,SG13,1958.0,2095493.44
SG,T9277645,SG14,1425.0,1385401.17
SG,T9564084,SG20,420.0,348805.19
SG,T9564084,SG21,1363.0,1125544.94
SG,T9564084,SG22,3405.0,3419801.15
SG,T9564084,SG23,763.0,530781.47
SYD,T5521536,SYD10,2218.0,2305265.62
SYD,T5521536,SYD11,2048.0,2076249.83
SYD,T5521536,SYD12,2887.0,2871289.38
SYD,T5521536,SYD13,1993.0,1602357.4
SYD,T8621521,SYD00,1950.0,1954613.18
SYD,T8621521,SYD01,1464.0,1627935.31
SYD,T8621521,SYD02,5262.0,6018414.05
SYD,T8621521,SYD03,874.0,600687.41
TOK,T2697765,TOK00,749.0,668073.7
TOK,T2697765,TOK01,3152.0,3613201.38
TOK,T2697765,TOK02,3606.0,3782099.87
TOK,T2697765,TOK03,1095.0,1019486.79
TOK,T2697765,TOK04,2442.0,1920164.21
TOK,T3121807,TOK20,1530.0,1801627.03
TOK,T3121807,TOK21,3609.0,4135173.77
TOK,T3121807,TOK22,1937.0,2059766.11
TOK,T3121807,TOK23,1729.0,2117073.42
TOK,T3121807,TOK24,2314.0,2055435.62
TOK,T3121807,TOK25,1742.0,1272042.56
TOK,T3937126,TOK30,2803.0,2416403.53
TOK,T3937126,TOK31,725.0,786252.68
TOK,T3937126,TOK32,1428.0,1058037.49
TOK,T3937126,TOK33,2683.0,2436200.08
TOK,T9108891,TOK10,3233.0,3776209.17
TOK,T9108891,TOK11,1321.0,938008.95
TOK,T9108891,TOK12,3924.0,3662536.89
TOK,T9108891,TOK13,1882.0,1620923.35
