AftEvent,Desk,Trader,Book,BondID,Positions,NV
3000,HK,T3179669,HK30,B04712,757.0,500377.0
3000,HK,T3179669,HK30,B16316,759.0,809094.0
3000,HK,T3179669,HK30,B27558,873.0,609384.5
3000,HK,T3179669,HK30,B28659,945.0,933522.94
3000,HK,T3179669,HK30,B45918,510.0,685872.05
3000,HK,T3179669,HK31,B03283,231.0,197432.22
3000,HK,T3179669,HK31,B16316,164.0,174824.0
3000,HK,T3179669,HK31,B38589,749.0,878183.42
3000,HK,T3179669,HK31,B44611,575.0,552575.0
3000,HK,T3179669,HK31,B45214,397.0,314387.63
3000,HK,T3179669,HK32,B34105,653.0,666247.85
3000,HK,T3179669,HK33,B02473,476.0,589892.4
3000,HK,T3179669,HK33,B23639,208.0,273747.95
3000,HK,T3179669,HK33,B45193,837.0,734886.0
3000,HK,T3800229,HK00,B02473,256.0,317253.06
3000,HK,T3800229,HK00,B16316,733.0,781378.0
3000,HK,T3800229,HK00,B17901,655.0,662996.46
3000,HK,T3800229,HK00,B18694,892.0,620520.41
3000,HK,T3800229,HK00,B28917,108.0,124602.0
3000,HK,T3800229,HK01,B05609,704.0,723325.07
3000,HK,T3800229,HK01,B08521,664.0,548363.48
3000,HK,T3800229,HK01,B11094,259.0,314798.48
3000,HK,T3800229,HK01,B38589,836.0,980188.7
3000,HK,T3800229,HK01,B44611,263.0,252743.0
3000,HK,T3800229,HK01,B45214,296.0,234404.89
3000,HK,T3800229,HK02,B05609,709.0,728462.32
3000,HK,T3800229,HK02,B27558,495.0,345527.29
3000,HK,T3800229,HK02,B45214,865.0,685000.76
3000,HK,T3800229,HK02,B47982,739.0,890596.23
3000,HK,T3800229,HK02,B48886,512.0,451173.84
3000,HK,T3800229,HK03,B03283,640.0,546998.36
3000,HK,T3800229,HK03,B18694,999.0,694955.03
3000,HK,T3800229,HK03,B25841,509.0,404264.58
3000,HK,T3800229,HK03,B28659,1214.0,1199255.92
3000,HK,T3800229,HK03,B31214,863.0,1222871.0
3000,HK,T3800229,HK03,B45193,290.0,254620.0
3000,HK,T3800229,HK04,B02473,112.0,138798.21
3000,HK,T3800229,HK04,B18694,436.0,303303.7
3000,HK,T3800229,HK04,B25841,455.0,361376.0
3000,HK,T3800229,HK04,B27023,994.0,1400546.0
3000,HK,T3800229,HK04,B35479,955.0,1097440.72
3000,HK,T3800229,HK04,B35648,117.0,97167.16
3000,HK,T3800229,HK04,B45214,124.0,98196.64
3000,HK,T5727593,HK10,B17266,743.0,759017.04
3000,HK,T5727593,HK10,B18694,790.0,549564.04
3000,HK,T5727593,HK10,B25841,353.0,280364.24
3000,HK,T5727593,HK10,B38589,804.0,942669.52
3000,HK,T5727593,HK11,B02473,651.0,806764.61
3000,HK,T5727593,HK11,B10340,854.0,678076.0
3000,HK,T5727593,HK11,B17901,585.0,592141.88
3000,HK,T5727593,HK11,B23639,648.0,852830.14
3000,HK,T5727593,HK11,B27023,526.0,741134.0
3000,HK,T5727593,HK11,B27558,717.0,500491.05
3000,HK,T5727593,HK11,B31538,616.0,287030.33
3000,HK,T5727593,HK11,B48886,280.0,246735.69
3000,HK,T5727593,HK12,B08521,718.0,592959.31
3000,HK,T5727593,HK12,B16316,215.0,229190.0
3000,HK,T5727593,HK12,B28659,681.0,672729.23
3000,HK,T5727593,HK12,B45214,871.0,689752.21
3000,HK,T5727593,HK13,B02473,622.0,770825.79
3000,HK,T5727593,HK13,B18694,683.0,475129.42
3000,HK,T5727593,HK13,B27023,371.0,522739.0
3000,HK,T5727593,HK13,B31214,552.0,782184.0
3000,HK,T5727593,HK13,B34105,202.0,206098.11
3000,HK,T5727593,HK13,B47982,1830.0,2205400.68
3000,HK,T5727593,HK14,B08521,655.0,540930.84
3000,HK,T5727593,HK14,B23639,601.0,790973.63
3000,HK,T5727593,HK14,B28917,421.0,485717.06
3000,HK,T5727593,HK14,B31214,162.0,229554.0
3000,HK,T5727593,HK14,B35648,775.0,643628.63
3000,HK,T5727593,HK14,B45918,893.0,1200948.52
