AftEvent,Desk,Trader,Book,BondID,Positions,NV
7000,HK,T3179669,HK30,B04712,364.0,496496.0
7000,HK,T3179669,HK30,B16316,759.0,1051974.0
7000,HK,T3179669,HK30,B17266,789.0,780044.26
7000,HK,T3179669,HK30,B25841,536.0,510272.0
7000,HK,T3179669,HK30,B27558,37.0,32432.92
7000,HK,T3179669,HK30,B28659,1134.0,608678.73
7000,HK,T3179669,HK30,B34105,738.0,433765.09
7000,HK,T3179669,HK30,B45214,830.0,1129462.76
7000,HK,T3179669,HK30,B45918,510.0,439193.37
7000,HK,T3179669,HK31,B03283,231.0,272993.0
7000,HK,T3179669,HK31,B16316,164.0,227304.0
7000,HK,T3179669,HK31,B38589,98.0,121430.52
7000,HK,T3179669,HK31,B44611,575.0,412850.0
7000,HK,T3179669,HK31,B45214,166.0,225892.55
7000,HK,T3179669,HK31,B48886,1131.0,1402440.0
7000,HK,T3179669,HK32,B31214,355.0,365650.0
7000,HK,T3179669,HK32,B34105,653.0,383805.7
7000,HK,T3179669,HK33,B02473,476.0,684581.64
7000,HK,T3179669,HK33,B05609,677.0,644221.07
7000,HK,T3179669,HK33,B08521,835.0,1157642.03
7000,HK,T3179669,HK33,B23639,208.0,175425.94
7000,HK,T3179669,HK33,B27558,204.0,178819.37
7000,HK,T3179669,HK33,B28917,198.0,143748.0
7000,HK,T3179669,HK33,B38589,450.0,557589.1
7000,HK,T3179669,HK33,B45193,1159.0,682857.4
7000,HK,T3179669,HK33,B45214,628.0,854581.46
7000,HK,T3179669,HK33,B45918,553.0,476223.4
7000,HK,T3800229,HK00,B02473,256.0,368178.36
7000,HK,T3800229,HK00,B03283,410.0,484533.03
7000,HK,T3800229,HK00,B16316,733.0,1015938.0
7000,HK,T3800229,HK00,B17901,655.0,394211.3
7000,HK,T3800229,HK00,B18694,892.0,560473.33
7000,HK,T3800229,HK00,B25841,585.0,556920.0
7000,HK,T3800229,HK00,B28659,602.0,323125.75
7000,HK,T3800229,HK00,B28917,108.0,78408.0
7000,HK,T3800229,HK00,B34105,412.0,242156.12
7000,HK,T3800229,HK00,B44611,625.0,448750.0
7000,HK,T3800229,HK00,B47982,306.0,159426.0
7000,HK,T3800229,HK01,B05609,704.0,669913.79
7000,HK,T3800229,HK01,B08521,664.0,920568.04
7000,HK,T3800229,HK01,B11094,259.0,193941.03
7000,HK,T3800229,HK01,B17266,857.0,847272.41
7000,HK,T3800229,HK01,B28659,619.0,332250.56
7000,HK,T3800229,HK01,B28917,1067.0,774642.0
7000,HK,T3800229,HK01,B38589,836.0,1035876.64
7000,HK,T3800229,HK01,B44611,263.0,188834.0
7000,HK,T3800229,HK01,B45214,296.0,402796.36
7000,HK,T3800229,HK02,B05609,709.0,674671.7
7000,HK,T3800229,HK02,B08521,389.0,539308.68
7000,HK,T3800229,HK02,B17266,788.0,779055.61
7000,HK,T3800229,HK02,B18694,855.0,537225.0
7000,HK,T3800229,HK02,B27558,495.0,433899.94
7000,HK,T3800229,HK02,B45193,116.0,68344.66
7000,HK,T3800229,HK02,B45214,865.0,1177090.71
