Desk,Trader,Book,Positions,NV
HK,T3179669,HK30,3476.0,3882886.91
HK,T3179669,HK31,792.0,913682.91
HK,T3179669,HK33,1521.0,1684146.62
HK,T3800229,HK00,1655.0,1744901.49
HK,T3800229,HK01,1263.0,1257803.71
HK,T3800229,HK02,3220.0,3972579.86
HK,T3800229,HK03,2503.0,2407984.96
HK,T3800229,HK04,2126.0,2573805.06
HK,T5727593,HK10,2337.0,2505942.17
HK,T5727593,HK11,3575.0,3624621.75
HK,T5727593,HK12,1614.0,1987084.56
HK,T5727593,HK13,3638.0,4860356.77
HK,T5727593,HK14,2732.0,2952636.87
HK,T6189452,HK20,4332.0,4717496.3
HK,T6189452,HK21,987.0,848219.16
HK,T6189452,HK22,1485.0,1515364.34
HK,T6189452,HK23,661.0,715863.0
LON,T2121033,LON20,1225.0,1420831.69
LON,T2121033,LON21,925.0,1291790.35
LON,T2121033,LON22,3037.0,3299072.49
LON,T2121033,LON23,211.0,231255.65
LON,T2121033,LON24,2725.0,2577916.65
LON,T2121033,LON25,1603.0,2197934.53
LON,T6326422,LON00,57.0,42921.0
LON,T6326422,LON01,1389.0,1346589.76
LON,T6326422,LON02,3956.0,4313544.09
LON,T6326422,LON03,216.0,181224.0
LON,T6326422,LON04,849.0,1133711.16
LON,T7210244,LON10,1008.0,2216217.56
LON,T7210244,LON11,732.0,927224.15
LON,T7210244,LON12,4551.0,5224213.69
LON,T7210244,LON13,1832.0,1843930.24
LON,T7210244,LON14,437.0,526713.76
NY,T1087795,NY20,449.0,256504.46
NY,T1087795,NY22,539.0,475059.37
NY,T1087795,NY23,2100.0,1947907.51
NY,T2078717,NY00,1025.0,2046973.65
NY,T2078717,NY01,1013.0,1037491.0
NY,T2078717,NY02,2933.0,2951906.77
NY,T2078717,NY03,741.0,1005770.87
NY,T2078717,NY04,767.0,574076.88
NY,T4439875,NY40,1202.0,850378.63
NY,T4439875,NY41,3382.0,3359012.59
NY,T4439875,NY42,2182.0,2208629.83
NY,T4439875,NY43,1105.0,1113726.65
NY,T4439875,NY44,648.0,562950.0
NY,T4848015,NY30,380.0,227358.72
NY,T4848015,NY31,1052.0,1211235.95
NY,T4848015,NY32,666.0,558774.0
NY,T4848015,NY33,1599.0,1729204.54
NY,T4848015,NY34,1395.0,1835005.42
NY,T4848015,NY35,1479.0,1632526.49
NY,T7375392,NY10,925.0,865908.82
NY,T7375392,NY11,2159.0,2133036.98
NY,T7375392,NY13,1591.0,2043861.36
SG,T5983248,SG00,362.0,272586.0
SG,T5983248,SG01,3200.0,3390667.76
SG,T5983248,SG02,1436.0,1233215.25
SG,T5983248,SG03,1987.0,1951180.62
SG,T5983248,SG04,1791.0,2088349.0
SG,T5983248,SG05,131.0,165322.0
SG,T9277645,SG10,2568.0,2747684.95
SG,T9277645,SG11,969.0,773228.97
SG,T9277645,SG12,1439.0,1290785.09
SG,T9277645,SG13,1855.0,1210046.1
SG,T9277645,SG14,1425.0,1093004.01
SG,T9564084,SG20,420.0,364875.0
SG,T9564084,SG21,1363.0,1088513.19
SG,T9564084,SG22,2944.0,3986590.77
SYD,T5521536,SYD10,1250.0,1561777.07
SYD,T5521536,SYD11,1448.0,1169607.85
SYD,T5521536,SYD12,1666.0,3174359.07
SYD,T5521536,SYD13,836.0,901740.0
SYD,T8621521,SYD01,1009.0,1611574.5
SYD,T8621521,SYD02,2460.0,2627737.42
SYD,T8621521,SYD03,214.0,161142.0
TOK,T2697765,TOK00,437.0,551494.0
TOK,T2697765,TOK01,2314.0,2937866.42
TOK,T2697765,TOK02,2667.0,2648458.95
TOK,T2697765,TOK03,211.0,168370.81
TOK,T2697765,TOK04,1368.0,1216782.84
TOK,T3121807,TOK20,499.0,565909.1
TOK,T3121807,TOK21,2987.0,4364827.57
TOK,T3121807,TOK22,1937.0,2508817.85
TOK,T3121807,TOK23,1729.0,1776226.62
TOK,T3121807,TOK24,2314.0,2802426.81
TOK,T3121807,TOK25,1300.0,1315575.89
TOK,T3937126,TOK30,968.0,812152.0
TOK,T3937126,TOK31,725.0,885791.61
TOK,T3937126,TOK32,676.0,588120.0
TOK,T3937126,TOK33,1565.0,1530797.84
TOK,T9108891,TOK10,2631.0,2998159.81
TOK,T9108891,TOK11,1321.0,1484673.83
TOK,T9108891,TOK12,2200.0,2024184.84
TOK,T9108891,TOK13,1380.0,1342219.76
