Desk,Trader,Book,BondID,Positions,NV
HK,T3179669,HK30,B04712,364.0,271180.0
HK,T3179669,HK30,B16316,759.0,532818.0
HK,T3179669,HK30,B17266,789.0,839401.79
HK,T3179669,HK30,B25841,536.0,803464.0
HK,T3179669,HK30,B27023,218.0,253098.0
HK,T3179669,HK30,B27558,37.0,49300.25
HK,T3179669,HK30,B28659,1134.0,599919.85
HK,T3179669,HK30,B34105,738.0,284680.15
HK,T3179669,HK30,B45214,830.0,612930.22
HK,T3179669,HK30,B45918,510.0,343740.0
HK,T3179669,HK31,B03283,231.0,179456.2
HK,T3179669,HK31,B16316,164.0,115128.0
HK,T3179669,HK31,B38589,98.0,58781.17
HK,T3179669,HK31,B44611,575.0,618700.0
HK,T3179669,HK31,B45214,166.0,122586.04
HK,T3179669,HK31,B45918,143.0,96382.0
HK,T3179669,HK31,B48886,1131.0,829238.84
HK,T3179669,HK32,B31214,355.0,412155.0
HK,T3179669,HK32,B34105,653.0,251891.78
HK,T3179669,HK33,B02473,476.0,357476.0
HK,T3179669,HK33,B05609,677.0,718201.01
HK,T3179669,HK33,B08521,835.0,708359.2
HK,T3179669,HK33,B23639,208.0,139254.11
HK,T3179669,HK33,B27558,204.0,271817.57
HK,T3179669,HK33,B28917,198.0,165528.0
HK,T3179669,HK33,B38589,450.0,269913.52
HK,T3179669,HK33,B45193,1159.0,945655.41
HK,T3179669,HK33,B45214,628.0,463759.25
HK,T3179669,HK33,B45918,553.0,372722.0
HK,T3800229,HK00,B02473,256.0,192256.0
HK,T3800229,HK00,B03283,410.0,318515.33
HK,T3800229,HK00,B16316,733.0,514566.0
HK,T3800229,HK00,B17901,655.0,552728.22
HK,T3800229,HK00,B18694,892.0,958251.27
HK,T3800229,HK00,B25841,158.0,236842.0
HK,T3800229,HK00,B28659,602.0,318475.97
HK,T3800229,HK00,B28917,108.0,90288.0
HK,T3800229,HK00,B34105,412.0,158927.13
HK,T3800229,HK00,B44611,625.0,672500.0
HK,T3800229,HK00,B47982,306.0,176868.0
HK,T3800229,HK01,B05609,704.0,746844.18
HK,T3800229,HK01,B08521,664.0,563294.03
HK,T3800229,HK01,B11094,259.0,328298.69
HK,T3800229,HK01,B17266,857.0,911745.67
HK,T3800229,HK01,B28659,619.0,327469.48
HK,T3800229,HK01,B28917,1067.0,892012.0
HK,T3800229,HK01,B38589,836.0,501439.33
HK,T3800229,HK01,B44611,263.0,282988.0
HK,T3800229,HK01,B45214,296.0,218587.16
HK,T3800229,HK02,B05609,709.0,752148.47
HK,T3800229,HK02,B08521,389.0,330002.07
HK,T3800229,HK02,B17266,788.0,838337.91
HK,T3800229,HK02,B18694,855.0,918503.18
HK,T3800229,HK02,B27558,495.0,659557.34
HK,T3800229,HK02,B45193,116.0,94647.13
HK,T3800229,HK02,B45214,865.0,638776.68
HK,T3800229,HK02,B47982,48.0,27744.0
HK,T3800229,HK02,B48886,512.0,375393.71
HK,T3800229,HK03,B03283,1552.0,1205697.07
HK,T3800229,HK03,B18694,999.0,1073198.45
HK,T3800229,HK03,B25841,509.0,762991.0
HK,T3800229,HK03,B28659,1214.0,642242.24
HK,T3800229,HK03,B31214,357.0,414477.0
HK,T3800229,HK03,B35479,850.0,985150.0
HK,T3800229,HK03,B38589,765.0,458852.98
HK,T3800229,HK03,B45193,290.0,236617.83
HK,T3800229,HK03,B45918,997.0,671978.0
HK,T3800229,HK03,B48886,495.0,362929.47
HK,T3800229,HK04,B02473,594.0,446094.0
HK,T3800229,HK04,B04712,1356.0,1010220.0
HK,T3800229,HK04,B05609,491.0,520881.38
HK,T3800229,HK04,B08521,163.0,138278.5
HK,T3800229,HK04,B11094,795.0,1007712.19
HK,T3800229,HK04,B16316,1471.0,1032642.0
HK,T3800229,HK04,B18694,436.0,468382.91
HK,T3800229,HK04,B25841,455.0,682045.0
HK,T3800229,HK04,B27023,994.0,1154034.0
HK,T3800229,HK04,B35479,955.0,1106845.0
HK,T3800229,HK04,B35648,117.0,114808.43
HK,T3800229,HK04,B45214,124.0,91570.3
HK,T5727593,HK10,B17266,271.0,288311.64
HK,T5727593,HK10,B18694,790.0,848675.45
HK,T5727593,HK10,B25841,353.0,529147.0
HK,T5727593,HK10,B35479,385.0,446215.0
HK,T5727593,HK10,B38589,804.0,482245.48
HK,T5727593,HK10,B45193,103.0,84040.13
HK,T5727593,HK10,B45214,301.0,222279.51
HK,T5727593,HK10,B47982,29.0,16762.0
HK,T5727593,HK11,B02473,651.0,488901.0
HK,T5727593,HK11,B10340,854.0,859124.0
HK,T5727593,HK11,B17901,1447.0,1221065.24
HK,T5727593,HK11,B23639,648.0,433830.11
HK,T5727593,HK11,B27023,526.0,610686.0
HK,T5727593,HK11,B27558,717.0,955358.81
HK,T5727593,HK11,B31538,616.0,293486.73
HK,T5727593,HK11,B48886,280.0,205293.44
HK,T5727593,HK12,B01774,262.0,173223.72
HK,T5727593,HK12,B08521,718.0,609104.08
HK,T5727593,HK12,B16316,110.0,77220.0
HK,T5727593,HK12,B18694,912.0,979736.73
HK,T5727593,HK12,B23639,283.0,189465.93
HK,T5727593,HK12,B28659,681.0,360269.33
HK,T5727593,HK12,B31538,114.0,54314.1
HK,T5727593,HK12,B35648,423.0,415076.64
HK,T5727593,HK12,B45214,1418.0,1047150.67
HK,T5727593,HK12,B45918,291.0,196134.0
HK,T5727593,HK13,B02473,734.0,551234.0
HK,T5727593,HK13,B18694,939.0,1008742.09
HK,T5727593,HK13,B27023,211.0,244971.0
HK,T5727593,HK13,B31214,2093.0,2429973.0
HK,T5727593,HK13,B34105,202.0,77920.58
HK,T5727593,HK13,B45214,324.0,239264.33
HK,T5727593,HK13,B47982,1830.0,1057740.0
HK,T5727593,HK14,B02473,583.0,437833.0
HK,T5727593,HK14,B08521,1630.0,1382785.03
HK,T5727593,HK14,B11094,729.0,924053.06
HK,T5727593,HK14,B18694,892.0,958251.27
HK,T5727593,HK14,B23639,794.0,531575.78
HK,T5727593,HK14,B25841,1192.0,1786808.0
HK,T5727593,HK14,B28917,421.0,351956.0
HK,T5727593,HK14,B31214,747.0,867267.0
HK,T5727593,HK14,B35648,909.0,891973.21
HK,T5727593,HK14,B45214,266.0,196433.06
HK,T5727593,HK14,B45918,1535.0,1034590.0
HK,T6189452,HK20,B01774,1186.0,784134.85
HK,T6189452,HK20,B04712,386.0,287570.0
HK,T6189452,HK20,B10340,223.0,224338.0
HK,T6189452,HK20,B23639,1191.0,797363.67
HK,T6189452,HK20,B27558,108.0,143903.42
